,DY,EBITG,EV2EBITDA,M2B,MOMENTUM,PB,PE,PF,PS,RETURN,days,surprise
41975,0.2118,-15.167,12.735,2300,-0.086768,1888.9,15.873,13.339,2.8301,0.087432,6,2.5
41988,6.3732,8.8857,7.1408,2.0716,0.013422,1.2576,10.472,9.0595,1.1954,0.0058556,1,0.1
41989,6.3534,8.8857,7.1578,2.0781,-0.022266,1.2616,10.505,9.0877,1.1991,0.025009,2,0.1
41990,6.3649,8.8857,7.1479,2.0743,-0.024306,1.2593,10.486,9.0712,1.1969,0.0282,3,0.1
41991,6.4114,8.8857,7.1082,2.0593,-0.027027,1.2501,10.41,9.0054,1.1883,0.026337,4,0.1
41992,6.3632,8.8857,7.1493,2.0749,-0.027969,1.2596,10.488,9.0736,1.1972,0.01889,5,0.1
41993,6.3435,8.8857,7.1663,2.0813,-0.033274,1.2635,10.521,9.1018,1.201,0.026604,6,0.1
42006,4.2696,7.7303,10.859,4.6891,-0.19328,3.4626,14.023,14.819,2.238,-0.0054524,1,16.4
42007,4.2059,7.7303,11.004,4.7602,-0.20076,3.5151,14.236,15.044,2.2719,0.00034078,2,16.4
42008,4.1995,7.7303,11.019,4.7674,-0.21009,3.5204,14.257,15.067,2.2754,0.015517,3,16.4
42009,4.2051,7.7303,11.006,4.761,-0.20155,3.5157,14.238,15.047,2.2723,0.017039,4,16.4
42010,4.1625,7.7303,11.106,4.8098,-0.20502,3.5517,14.384,15.201,2.2956,0.015676,5,16.4
42011,4.2059,7.7303,11.004,4.7602,-0.22385,3.5151,14.236,15.044,2.2719,0.026081,6,16.4
42036,0.0811,10.554,8.5512,6.3874,-0.54351,5.982,15.849,37.254,0.9677,-0.041236,1,8.6
42037,0.0834,10.554,8.3255,6.2098,-0.52975,5.8157,15.408,36.219,0.9408,-0.030486,2,8.6
42038,0.0794,10.554,8.7251,6.5242,-0.50507,6.1101,16.188,38.052,0.9885,-0.057437,3,8.6
42039,0.0836,10.554,8.3119,6.1992,-0.53337,5.8057,15.382,36.156,0.9392,-0.0097201,4,8.6
42040,0.0863,10.554,8.0604,6.0012,-0.50172,5.6203,14.89,35.002,0.9092,-0.059056,5,8.6
42041,0.085,10.554,8.1751,6.0915,-0.50708,5.7048,15.114,35.528,0.9229,-0.089102,6,8.6
42162,0,-28.099,25.96,3.576,-0.023125,3.6009,57.306,23.045,5.3329,-0.00035026,1,92.3
42163,0,-28.099,25.193,3.4766,-0.0021368,3.5009,55.714,22.405,5.1847,-0.016462,2,92.3
42164,0,-28.099,24.701,3.413,0.027839,3.4367,54.694,21.994,5.0898,-0.043783,3,92.3
42165,0,-28.099,24.337,3.3658,0.063022,3.3893,53.939,21.691,5.0195,-0.061296,4,92.3
42166,0,-28.099,25.252,3.4843,0.07238,3.5085,55.837,22.454,5.1961,-0.074256,5,92.3
42167,0,-28.099,25.301,3.4906,0.024854,3.515,55.939,22.495,5.2056,-0.041681,6,92.3
42204,8.9013,-37.931,9.4508,1.6703,0.49013,1.3207,14.342,15.91,1.292,0.016373,1,12.3
42205,8.7778,-37.931,9.5319,1.6939,0.47091,1.3393,14.543,16.134,1.3102,0.033956,2,12.3
42206,8.7424,-37.931,9.5739,1.706,0.44939,1.3447,14.602,16.2,1.3155,0.048516,3,12.3
42207,8.6526,-37.931,9.635,1.7237,0.42332,1.3587,14.754,16.367,1.3292,0.052756,4,12.3
42208,8.8237,-37.931,9.5197,1.6903,0.38708,1.3323,14.468,16.05,1.3034,0.063672,5,12.3
42209,8.4929,-37.931,9.7469,1.7561,0.39133,1.3842,15.031,16.675,1.3542,0.043058,6,12.3
42312,1.6911,107.99,5.8136,2.8115,-0.41116,2.2158,8.7473,8.3582,1.6638,-0.021662,1,20.9
42313,1.628,107.99,5.9926,2.9206,-0.38742,2.3018,9.0867,8.6826,1.7284,-0.050906,2,20.9
42314,1.6446,107.99,5.9443,2.8912,-0.42328,2.2786,8.9951,8.595,1.7109,-0.014075,3,20.9
42315,1.72,107.99,5.7362,2.7643,-0.42123,2.1787,8.6005,8.2179,1.6359,-0.02402,4,20.9
42316,1.6742,107.99,5.8603,2.84,-0.40224,2.2383,8.8358,8.4428,1.6806,-0.066836,5,20.9
42317,1.764,107.99,5.6232,2.6954,-0.41643,2.1243,8.3861,8.0131,1.5951,-0.041299,6,20.9
42354,1.5735,7.3976,16.718,4.514,0.04461,3.7182,17.884,19.365,6.047,0.0081842,1,5.4
42355,1.5706,7.3976,16.755,4.5223,0.03627,3.7251,17.917,19.401,6.0582,0.03875,2,5.4
42356,1.5688,7.3976,16.777,4.5276,0.033443,3.7294,17.938,19.423,6.0652,0.040673,3,5.4
42357,1.552,7.3976,16.992,4.5767,0.01698,3.7699,18.132,19.634,6.131,0.041879,4,5.4
42358,1.5724,7.3976,16.732,4.5171,-0.012651,3.7208,17.896,19.378,6.0512,0.053189,5,5.4
42359,1.531,7.3976,17.266,4.6395,-0.00030607,3.8216,18.381,19.903,6.2151,0.039471,6,5.4
42552,5.63,31.598,9.4212,1.9026,0.11559,1.3759,7.8943,12.382,0.5058,0.011218,1,4
42553,5.7281,31.598,9.2933,1.87,0.071775,1.3523,7.759,12.17,0.4971,0.041815,2,4
42554,5.7367,31.598,9.2108,1.8489,0.08615,1.3503,7.7474,12.152,0.4964,0.023968,3,4
42555,5.7295,31.598,9.2199,1.8513,0.068376,1.352,7.7571,12.167,0.497,0.022439,4,4
42556,5.6941,31.598,9.2651,1.8628,0.053172,1.3604,7.8054,12.243,0.5001,0.023713,5,4
42557,5.6396,31.598,9.3356,1.8808,0.052599,1.3735,7.8807,12.361,0.5049,0.030088,6,4
42630,2.8913,-10.231,12.639,6.4326,-0.035785,4.9353,14.823,19.263,2.0718,-0.017199,1,0
42631,2.8684,-10.231,12.737,6.484,-0.038608,4.9747,14.941,19.416,2.0884,-0.022699,2,0
42632,2.8667,-10.231,12.744,6.4878,-0.04794,4.9777,14.95,19.428,2.0896,-0.014901,3,0
42633,2.8529,-10.231,12.804,6.5192,-0.051371,5.0017,15.022,19.522,2.0997,-0.014317,4,0
42634,2.8541,-10.231,12.799,6.5163,-0.051504,4.9995,15.016,19.513,2.0988,-0.0095507,5,0
42635,2.8294,-10.231,12.907,6.5734,-0.042241,5.0433,15.147,19.684,2.1172,-0.009984,6,0
42666,7.4716,66.309,10.842,4.1519,0.27924,2.9535,12.534,13.709,1.6604,0.036401,1,2.4
42667,7.4682,66.309,10.847,4.1538,0.26242,2.9548,12.54,13.715,1.6612,0.0336,2,2.4
42668,7.55,66.309,10.739,4.1088,0.25925,2.9228,12.404,13.566,1.6432,0.034065,3,2.4
42669,7.5328,66.309,10.761,4.1181,0.25951,2.9295,12.432,13.597,1.6469,0.022867,4,2.4
42670,7.2143,66.309,11.198,4.3,0.24881,3.0588,12.981,14.198,1.7197,0.025197,5,2.4
42671,7.0876,66.309,11.383,4.3768,0.19684,3.1135,13.213,14.451,1.7504,0.070466,6,2.4
42696,1.496,22.042,6.0822,2.9815,-0.37919,2.2226,10.374,12.435,2.6006,-0.019648,1,11.2
42697,1.5192,22.042,5.9895,2.9359,-0.4194,2.1886,10.216,12.244,2.5607,0.028168,2,11.2
42698,1.561,22.042,5.8299,2.8573,-0.4106,2.13,9.9422,11.917,2.4922,0.012427,3,11.2
42699,1.5618,22.042,5.8271,2.8559,-0.39995,2.129,9.9374,11.911,2.491,-0.014677,4,11.2
42700,1.604,22.042,5.6675,2.7772,-0.39896,2.073,9.6759,11.597,2.4254,-0.01515,5,11.2
42701,1.5519,22.042,5.8568,2.8705,-0.3759,2.1426,10.001,11.987,2.5069,-0.041071,6,11.2
42714,1.3506,-8.7963,9.1246,2.3349,-0.16836,1.9422,16.225,39.442,1.8417,0.021461,1,5.2
42715,1.341,-8.7963,9.1792,2.3517,-0.19461,1.9562,16.342,39.725,1.855,0.040332,2,5.2
42716,1.3193,-8.7963,9.3052,2.3904,-0.1929,1.9884,16.611,40.379,1.8855,0.047805,3,5.2
42717,1.3078,-8.7963,9.3733,2.4113,-0.21686,2.0058,16.756,40.732,1.902,0.065044,4,5.2
42718,1.295,-8.7963,9.4511,2.4353,-0.23745,2.0257,16.922,41.136,1.9209,0.074367,5,5.2
42719,1.2928,-8.7963,9.4646,2.4394,-0.23687,2.0291,16.951,41.206,1.9241,0.085024,6,5.2
42756,3.1135,25.475,10.446,5.7635,-0.13616,3.8998,13.819,27.802,2.096,-0.0078892,1,-1.7
42757,3.1581,25.475,10.329,5.6821,-0.1358,3.8448,13.624,27.409,2.0664,0.0023216,2,-1.7
42758,3.1895,25.475,10.248,5.626,-0.12594,3.8068,13.49,27.139,2.046,-0.011835,3,-1.7
42759,3.1466,25.475,10.358,5.7027,-0.12673,3.8588,13.674,27.509,2.0739,-0.021579,4,-1.7
42760,3.0948,25.475,10.496,5.7981,-0.1266,3.9233,13.903,27.969,2.1086,-0.0082372,5,-1.7
42761,3.1254,25.475,10.414,5.7414,-0.13389,3.8849,13.767,27.695,2.088,0.0083538,6,-1.7
42762,3.7582,-0.8819,4.8012,1.483,-0.16368,0.7789,4.2236,6.0537,0.3926,-0.018822,1,7.8
42763,3.7195,-0.8819,4.8443,1.4985,-0.17154,0.787,4.2676,6.1167,0.3967,-0.010773,2,7.8
42764,3.6755,-0.8819,4.8944,1.5164,-0.18807,0.7964,4.3186,6.1899,0.4014,-0.00047455,3,7.8
42765,3.6456,-0.8819,4.8025,1.4835,-0.20557,0.803,4.354,6.2406,0.4047,0.011481,4,7.8
42766,3.625,-0.8819,4.826,1.4919,-0.21385,0.8075,4.3787,6.2761,0.407,0.019767,5,7.8
42767,3.615,-0.8819,4.8376,1.496,-0.21569,0.8098,4.3909,6.2935,0.4081,0.025567,6,7.8
42840,21.986,1.1374,8.8248,9.678,-0.074309,5.9901,5.3193,2.0011,1.8353,0.010319,1,1.1
42841,22.409,1.1374,8.6471,9.4952,-0.054455,5.8769,5.2188,1.9633,1.8006,-0.026903,2,1.1
42842,23.571,1.1374,8.1921,9.0269,-0.032485,5.587,4.9614,1.8664,1.7118,-0.045291,3,1.1
42843,23.854,1.1374,8.0881,8.9198,0.0077609,5.5208,4.9026,1.8443,1.6915,-0.092372,4,1.1
42844,23.712,1.1374,8.1401,8.9734,0.018223,5.5539,4.932,1.8554,1.7017,-0.10313,5,1.1
42845,23.352,1.1374,8.2744,9.1116,0.016566,5.6395,5.008,1.884,1.7279,-0.097757,6,1.1
42876,0,-11.013,17.447,2.5509,-0.16168,2.4452,28.726,18.255,4.4314,0.014191,1,8
42877,0,-11.013,17.694,2.5824,-0.16473,2.4754,29.081,18.48,4.4861,0.052817,2,8
42878,0,-11.013,17.934,2.613,-0.1605,2.5047,29.425,18.699,4.5392,0.065826,3,8
42879,0,-11.013,18.128,2.6378,-0.18275,2.5285,29.705,18.877,4.5823,0.078439,4,8
42880,0,-11.013,18.877,2.7333,-0.17669,2.6201,30.78,19.56,4.7482,0.088689,5,8
42881,0,-11.013,19.004,2.7496,-0.19777,2.6357,30.963,19.676,4.7764,0.12811,6,8
42894,1.8127,-31.97,11.114,7.3978,-0.10096,5.8809,12.823,11.617,3.8416,0.011131,1,5.6
42895,1.8652,-31.97,10.769,7.1894,-0.037952,5.7153,12.462,11.29,3.7334,-0.051507,2,5.6
42896,1.888,-31.97,10.625,7.1026,0.024629,5.6463,12.311,11.153,3.6883,-0.07822,3,5.6
42897,1.8959,-31.97,10.575,7.0729,0.03095,5.6227,12.26,11.107,3.6729,-0.089347,4,5.6
42898,1.8392,-31.97,10.937,7.2911,0.044016,5.7962,12.638,11.449,3.7862,-0.093162,5,5.6
42899,1.8492,-31.97,10.871,7.2514,0.026771,5.7646,12.569,11.387,3.7656,-0.065181,6,5.6
42906,1.6094,24.446,7.9571,4.8056,0.36257,4.1254,11.423,4.8966,1.4708,0.018027,1,4
42907,1.6054,24.446,7.9671,4.8177,0.28497,4.1358,11.452,4.9089,1.4745,0.076387,2,4
42908,1.6014,24.446,7.9771,4.8298,0.28175,4.1462,11.48,4.9212,1.4782,0.07909,3,4
42909,1.601,24.446,7.9779,4.8308,0.2483,4.147,11.483,4.9223,1.4785,0.081794,4,4
42910,1.4978,24.446,8.2543,5.1638,0.26141,4.4329,12.274,5.2615,1.5804,0.082019,5,4
42911,1.5254,24.446,8.1782,5.072,0.2074,4.3526,12.052,5.1662,1.5517,0.1566,6,4
43026,7.378,0.1387,5.4298,2.1666,-0.045715,1.3025,9.4446,7.3617,0.7002,0.024571,1,-1
43027,7.3262,0.1387,5.4538,2.1816,-0.044956,1.3117,9.5113,7.4137,0.7051,0.031589,2,-1
43028,7.1697,0.1387,5.53,2.2293,-0.043456,1.3403,9.719,7.5755,0.7205,0.038877,3,-1
43029,7.1208,0.1387,5.5544,2.2446,-0.037397,1.3495,9.7857,7.6275,0.7255,0.061557,4,-1
43030,7.2471,0.1387,5.4919,2.2054,-0.0084735,1.326,9.6152,7.4946,0.7128,0.068845,5,-1
43031,7.249,0.1387,5.491,2.2049,-0.000962,1.3257,9.6127,7.4927,0.7127,0.050219,6,-1
43140,0.6702,30.523,19.267,3.9167,-0.11171,3.2678,14.033,49.303,5.6863,0.0331,1,4.3
43141,0.6622,30.523,19.508,3.9637,-0.12365,3.3069,14.201,49.894,5.7544,0.040108,2,4.3
43142,0.663,30.523,19.485,3.9593,-0.12447,3.3033,14.185,49.838,5.7481,0.052571,3,4.3
43143,0.662,30.523,19.515,3.9651,-0.11797,3.3082,14.206,49.912,5.7566,0.0514,4,4.3
43144,0.6598,30.523,19.583,3.9783,-0.11965,3.3192,14.254,50.078,5.7757,0.052961,5,4.3
43145,0.6837,30.523,18.869,3.839,-0.12623,3.2029,13.755,48.325,5.5735,0.056465,6,4.3
43158,5.0872,-19.254,6.5824,0.7255,0.32284,0.5884,9.7284,6.9076,0.9352,0.029282,1,19.8
43159,4.8799,-19.254,6.7949,0.7562,0.33867,0.6134,10.142,7.201,0.9749,0.023516,2,19.8
43160,4.8237,-19.254,6.8559,0.765,0.27769,0.6205,10.26,7.2849,0.9862,0.066996,3,19.8
43161,4.886,-19.254,6.7878,0.7552,0.27291,0.6126,10.129,7.1921,0.9737,0.079417,4,19.8
43162,4.7572,-19.254,6.9297,0.7757,0.28693,0.6292,10.403,7.3867,1,0.065665,5,19.8
43163,4.7805,-19.254,6.9043,0.772,0.24872,0.6261,10.352,7.3508,0.9951,0.094501,6,19.8
43194,2.4457,31.938,16.299,19.121,-0.031103,15.127,16.248,33.477,1.3,0.0044939,1,4.9
43195,2.4768,31.938,16.11,18.881,0.028072,14.937,16.044,33.057,1.2837,-0.026446,2,4.9
43196,2.4166,31.938,16.481,19.351,0.043434,15.31,16.444,33.881,1.3156,-0.03867,3,4.9
43197,2.4608,31.938,16.206,19.003,0.014842,15.034,16.148,33.272,1.292,-0.014718,4,4.9
43198,2.4153,31.938,16.488,19.361,0.031401,15.317,16.452,33.898,1.3163,-0.032435,5,4.9
43199,2.4129,31.938,16.504,19.38,0.010855,15.333,16.468,33.932,1.3176,-0.01422,6,4.9
43260,0.6015,171.28,13.004,3.1364,-0.3349,2.8808,16.998,18.054,0.9098,-0.010784,1,5.7
43261,0.6106,171.28,12.838,3.0897,-0.3453,2.838,16.745,17.785,0.8963,0.0062087,2,5.7
43262,0.5896,171.28,13.229,3.1998,-0.32286,2.939,17.342,18.419,0.9282,-0.0087586,3,5.7
43263,0.555,171.28,13.939,3.3992,-0.34015,3.1222,18.423,19.567,0.986,0.026536,4,5.7
43264,0.5491,171.28,14.07,3.4361,-0.37981,3.1561,18.623,19.779,0.9967,0.090523,5,5.7
43265,0.5521,171.28,14.002,3.4169,-0.37824,3.1385,18.519,19.669,0.9912,0.10235,6,5.7
43404,2.8911,-41.364,5.7246,0.9538,0.36793,0.5112,8.1966,4.9033,0.7173,-0.027504,1,3.9
43405,2.8691,-41.364,5.7497,0.9611,0.32008,0.5151,8.2595,4.9409,0.7228,0.024885,2,3.9
43406,2.8016,-41.364,5.8293,0.9843,0.31691,0.5275,8.4585,5.06,0.7402,0.032746,3,3.9
43407,2.7741,-41.364,5.8629,0.994,0.30058,0.5327,8.5423,5.1101,0.7475,0.057631,4,3.9
43408,2.8385,-41.364,5.7854,0.9715,0.31384,0.5206,8.3485,4.9942,0.7306,0.068107,5,3.9
43409,2.8016,-41.364,5.8293,0.9843,0.35609,0.5275,8.4585,5.06,0.7402,0.043877,6,3.9
43422,6.4734,10.113,12.845,1.7967,0.025206,0.9105,9.6322,11.126,0.6655,0.027952,1,8.1
43423,6.4552,10.113,12.77,1.7815,0.0085681,0.913,9.6593,11.158,0.6674,0.038352,2,8.1
43424,6.4673,10.113,12.753,1.7781,-0.007862,0.9113,9.6412,11.137,0.6661,0.041275,3,8.1
43425,6.4714,10.113,12.748,1.777,0.0051983,0.9107,9.6352,11.13,0.6657,0.039328,4,8.1
43426,6.5596,10.113,12.63,1.7531,-0.00022589,0.8985,9.5055,10.98,0.6568,0.038675,5,8.1
43427,6.506,10.113,12.701,1.7676,0.0029704,0.9059,9.5839,11.07,0.6622,0.024699,6,8.1
43428,2.7449,-12.571,12.28,2.9998,-0.080789,2.2826,14.367,13.313,1.9829,0.01745,1,0.9
43429,2.7543,-12.571,12.244,2.9895,-0.08913,2.2748,14.318,13.267,1.9761,0.017146,2,0.9
43430,2.7605,-12.571,12.22,2.9828,-0.091416,2.2697,14.286,13.237,1.9717,0.013657,3,0.9
43431,2.7605,-12.571,12.22,2.9828,-0.08335,2.2697,14.286,13.237,1.9717,0.011381,4,0.9
43432,2.7962,-12.571,12.087,2.9448,-0.08673,2.2407,14.104,13.069,1.9465,0.011381,5,0.9
43433,2.7911,-12.571,12.106,2.9501,-0.081329,2.2448,14.13,13.092,1.9501,-0.0015176,6,0.9
43476,10.008,-13.058,7.1113,2.0445,0.13229,1.258,7.3763,3.7364,1.0859,-0.069145,1,-13.2
43477,9.9787,-13.058,7.1377,2.0527,0.14045,1.2618,7.3983,3.7475,1.0892,-0.072778,2,-13.2
43478,9.8741,-13.058,7.207,2.0745,0.14818,1.2751,7.4767,3.7872,1.1007,-0.070011,3,-13.2
43479,9.9639,-13.058,7.1474,2.0558,0.12373,1.2636,7.4093,3.7531,1.0908,-0.060157,4,-13.2
43480,9.8832,-13.058,7.2009,2.0726,0.13412,1.274,7.4698,3.7837,1.0997,-0.068628,5,-13.2
43481,9.8451,-13.058,7.2265,2.0806,0.11706,1.2789,7.4987,3.7984,1.104,-0.061024,6,-13.2
43596,24.298,58.503,21.663,1.3406,-0.13394,0.4203,3.5049,2.9961,0.6865,0.0072082,1,0.4
43597,24.784,58.503,21.604,1.3143,-0.16083,0.412,3.4361,2.9373,0.673,0.041466,2,0.4
43598,24.784,58.503,21.604,1.3143,-0.13697,0.412,3.4361,2.9373,0.673,0.02103,3,0.4
43599,24.411,58.503,21.649,1.3345,-0.14457,0.4183,3.4887,2.9823,0.6833,0.02103,4,0.4
43600,25.035,58.503,21.575,1.3012,-0.15212,0.4079,3.4017,2.9079,0.6663,0.036654,5,0.4
43601,25.582,58.503,21.512,1.2733,-0.13263,0.3992,3.3289,2.8457,0.652,0.010812,6,0.4
43758,1.4418,8.5924,4.9807,1.1202,0.29093,0.5702,5.4346,2.9372,0.7282,0.10724,1,10.2
43759,1.4529,8.5924,4.9594,1.1117,0.35498,0.5658,5.3934,2.9149,0.7227,0.098303,2,10.2
43760,1.439,8.5924,4.9862,1.1224,0.36672,0.5713,5.4453,2.9429,0.7296,0.089984,3,10.2
43761,1.4549,8.5924,4.9242,1.0977,0.35733,0.565,5.3858,2.9108,0.7216,0.10046,4,10.2
43762,1.4699,8.5924,4.8961,1.0865,0.37259,0.5593,5.3309,2.8811,0.7143,0.088446,5,10.2
43763,1.4479,8.5924,4.9374,1.103,0.38446,0.5678,5.4117,2.9248,0.7251,0.077351,6,10.2
43818,0,-15.54,9.3091,2.3445,-0.060111,2.1259,17.805,9.3842,1.5694,-0.029124,1,-68.1
43819,0,-15.54,9.3889,2.3815,-0.058661,2.1595,18.086,9.5322,1.5942,-0.018657,2,-68.1
43820,0,-15.54,9.3737,2.3744,-0.045538,2.153,18.032,9.5039,1.5894,-0.0031842,3,-68.1
43821,0,-15.54,9.2164,2.3016,-0.038921,2.087,17.479,9.2123,1.5407,-0.006143,4,-68.1
43822,0,-15.54,9.2281,2.307,-0.010511,2.0919,17.52,9.2341,1.5443,-0.036632,5,-68.1
43823,0,-15.54,9.2305,2.3081,0.014256,2.0929,17.528,9.2384,1.545,-0.034357,6,-68.1
43848,0.6701,-7.1685,10.12,1.8087,-0.11493,1.6037,17.049,37.853,0.6183,0.010404,1,0.5
43849,0.6479,-7.1685,10.418,1.8704,-0.11245,1.6585,17.631,39.145,0.6394,0.0014875,2,0.5
43850,0.6526,-7.1685,10.353,1.857,-0.14579,1.6466,17.504,38.864,0.6348,0.035672,3,0.5
43851,0.6523,-7.1685,10.357,1.8579,-0.1353,1.6473,17.513,38.883,0.6351,0.02824,4,0.5
43852,0.6525,-7.1685,10.355,1.8575,-0.11442,1.647,17.508,38.874,0.635,0.028735,5,0.5
43853,0.6553,-7.1685,10.316,1.8494,-0.090035,1.6398,17.433,38.705,0.6322,0.028486,6,0.5
43854,0.3328,6.6529,7.8455,1.585,0.21248,1.363,23.185,24.462,1.8076,0.085649,1,1.1
43855,0.338,6.6529,7.7659,1.5612,0.23579,1.3419,22.826,24.084,1.7796,0.069104,2,1.1
43856,0.3346,6.6529,7.8126,1.5752,0.23909,1.3555,23.058,24.329,1.7977,0.05256,3,1.1
43857,0.339,6.6529,7.7484,1.556,0.21931,1.3381,22.763,24.017,1.7747,0.063262,4,1.1
43858,0.3316,6.6529,7.8649,1.5908,0.2222,1.3679,23.269,24.552,1.8142,0.049633,5,1.1
43859,0.3373,6.6529,7.7751,1.564,0.18791,1.345,22.879,24.14,1.7837,0.072992,6,1.1
43932,1.9975,15.133,6.0143,3.8933,-0.12469,3.0069,9.0201,8.8384,0.9845,-0.036209,1,-5.5
43933,1.9998,15.133,6.0071,3.8889,-0.11437,3.0035,9.01,8.8285,0.9834,-0.037176,2,-5.5
43934,1.9873,15.133,5.9671,3.8648,-0.11481,3.0223,9.0664,8.8838,0.9896,-0.03825,3,-5.5
43935,2.0153,15.133,5.8785,3.8111,-0.11726,2.9804,8.9405,8.7605,0.9758,-0.032233,4,-5.5
43936,1.9904,15.133,5.9572,3.8588,-0.098745,3.0176,9.0523,8.87,0.988,-0.045664,5,-5.5
43937,2.0064,15.133,5.8785,3.8111,-0.10943,2.9937,8.9805,8.7996,0.9802,-0.033737,6,-5.5
43986,3.8848,13.58,5.5597,1.8312,0.049121,0.8908,4.5095,17.038,0.2664,0.05135,1,29.9
43987,3.8201,13.58,5.6385,1.8622,0.0014244,0.9059,4.5858,17.327,0.271,0.11477,2,29.9
43988,3.7369,13.58,5.7438,1.9036,-0.0073537,0.9261,4.6879,17.712,0.277,0.13364,3,29.9
43989,3.7908,13.58,5.6751,1.8766,-0.029066,0.9129,4.6213,17.461,0.2731,0.15888,4,29.9
43990,3.7299,13.58,5.753,1.9072,-0.0054532,0.9278,4.6968,17.746,0.2775,0.14242,5,29.9
43991,3.7547,13.58,5.7139,1.8919,-0.011314,0.9217,4.6657,17.628,0.2757,0.16107,6,29.9
44166,4.3284,20.603,9.4683,3.1632,-0.10697,1.929,10.981,435.35,1.6837,0.0049705,1,-1.3
44167,4.2976,20.603,9.5163,3.1859,-0.08322,1.9429,11.059,438.48,1.6958,-0.018856,2,-1.3
44168,4.3385,20.603,9.4528,3.1558,-0.075249,1.9246,10.955,434.34,1.6798,-0.011813,3,-1.3
44169,4.3303,20.603,9.4655,3.1619,-0.072422,1.9282,10.976,435.17,1.683,-0.021135,4,-1.3
44170,4.2698,20.603,9.5601,3.2066,-0.070895,1.9555,11.131,441.33,1.7068,-0.01927,5,-1.3
44171,4.2486,20.603,9.594,3.2227,-0.081424,1.9653,11.187,443.53,1.7153,-0.0053883,6,-1.3
44190,3.3616,-29.486,4.6775,2.507,-0.1885,1.8215,7.518,15.171,0.651,0.0040029,1,3.7
44191,3.3182,-29.486,4.7391,2.5398,-0.19369,1.8453,7.6163,15.37,0.6595,0.0071624,2,3.7
44192,3.3736,-29.486,4.6607,2.4981,-0.20129,1.815,7.4913,15.117,0.6487,0.020328,3,3.7
44193,3.2988,-29.486,4.748,2.5445,-0.18316,1.8562,7.6611,15.46,0.6634,0.0035812,4,3.7
44194,3.3005,-29.486,4.7456,2.5432,-0.20426,1.8552,7.6572,15.452,0.663,0.026332,5,3.7
44195,3.3015,-29.486,4.7441,2.5425,-0.21943,1.8546,7.6548,15.447,0.6628,0.025807,6,3.7
44232,22.885,-6.0489,6.4463,3.7004,0.38139,1.5178,6.7227,3.1122,0.6337,-0.068136,1,-8
44233,23.347,-6.0489,6.3613,3.5882,0.35873,1.4878,6.5896,3.0506,0.6211,-0.061046,2,-8
44234,23.124,-6.0489,6.3875,3.6227,0.37994,1.5021,6.653,3.0799,0.6271,-0.079632,3,-8
44235,22.777,-6.0489,6.4293,3.6779,0.3818,1.525,6.7544,3.1268,0.6366,-0.070779,4,-8
44236,22.906,-6.0489,6.4136,3.6572,0.34017,1.5164,6.7164,3.1092,0.6331,-0.056619,5,-8
44237,23.015,-6.0489,6.4005,3.6399,0.3548,1.5092,6.6847,3.0946,0.6301,-0.061948,6,-8
44382,0.3601,-64.647,17.752,6.3863,-0.57071,5.5441,27.374,85.002,2.639,0.061109,1,-67.9
44383,0.3628,-64.647,17.628,6.338,-0.58287,5.5022,27.167,84.36,2.619,0.11651,2,-67.9
44384,0.3481,-64.647,18.317,6.6066,-0.581,5.7353,28.318,87.935,2.73,0.10807,3,-67.9
44385,0.3523,-64.647,18.112,6.5267,-0.59263,5.666,27.976,86.872,2.697,0.15502,4,-67.9
44386,0.3509,-64.647,18.18,6.5532,-0.60129,5.689,28.09,87.225,2.708,0.14106,5,-67.9
44387,0.3392,-64.647,18.762,6.7797,-0.59509,5.8856,29.06,90.239,2.8016,0.1457,6,-67.9
44550,1.1385,-6.6404,8.7402,2.1473,0.043591,1.8983,13.366,14.132,1.5936,0.01322,1,13.3
44551,1.1431,-6.6404,8.7107,2.1386,0.028203,1.8907,13.312,14.075,1.5871,0.042357,2,13.3
44552,1.1518,-6.6404,8.656,2.1225,0.02022,1.8765,13.212,13.97,1.5752,0.038152,3,13.3
44553,1.1362,-6.6404,8.7549,2.1516,0.01572,1.9022,13.393,14.161,1.5968,0.03034,4,13.3
44554,1.1508,-6.6404,8.6623,2.1244,0.012658,1.8781,13.223,13.982,1.5766,0.044459,5,13.3
44555,1.1352,-6.6404,8.7612,2.1534,0.023078,1.9038,13.405,14.173,1.5981,0.031242,6,13.3
44556,0,-10.94,12.274,4.6374,0.056214,3.9023,15.085,13.111,3.4128,0.0019016,1,4.7
44557,0,-10.94,12.231,4.623,0.10008,3.8902,15.038,13.071,3.4022,-0.019025,2,4.7
44558,0,-10.94,12.118,4.5852,0.03152,3.8584,14.915,12.964,3.3744,-0.02207,3,4.7
44559,0,-10.94,12.306,4.6482,0.031387,3.9114,15.12,13.142,3.4207,-0.030062,4,4.7
44560,0,-10.94,12.333,4.6572,0.030574,3.9189,15.149,13.167,3.4273,-0.016742,5,4.7
44561,0,-10.94,12.258,4.632,0.015451,3.8977,15.067,13.096,3.4088,-0.01484,6,4.7
44604,0,-19.915,12.507,3.8101,0.4379,3.807,11.325,9.814,1.7192,0.011658,1,24.2
44605,0,-19.915,12.751,3.9034,0.19574,3.9002,11.602,10.054,1.7613,0.21762,2,24.2
44606,0,-19.915,12.709,3.8871,0.17861,3.884,11.554,10.012,1.754,0.24741,3,24.2
44607,0,-19.915,12.826,3.9317,0.16163,3.9285,11.687,10.127,1.7741,0.24223,4,24.2
