"","X","DY","EBITG","EV2EBITDA","M2B","MOMENTUM","PB","PE","PF","PS","RETURN","days","surprise"
"6121",75210,3.4186,-3.1795,9.5127,2.7541,0.41115,2.1694,13.225,13.653,2.5897,-0.024814,1,29.8
"521",22486,3.5134,-94.692,11.475,4.2915,0.41111,2.773,12.092,9.6793,1.2176,-0.0017644,5,178.9
"12845",129807,1.1814,23.364,8.3099,2.2551,0.41096,2.145,13.547,18.611,1.6054,-0.078018,4,10.7
"431",21274,0,748.53,22.82,5.4375,0.41079,3.6909,19.921,18.276,3.0138,-0.080946,5,29.1
"18604",183236,1.645,117.16,7.9937,5.5334,0.41075,5.3009,14.985,11.105,3.3448,-0.051282,3,17.9
"10083",106268,0.4503,11.719,8.4701,1.9362,0.41063,1.8534,36.679,419.38,3.2638,0.010924,3,20.5
"7274",85015,0,30.12,3.3335,1.0986,0.41061,1.0987,6.8285,3.551,0.9993,0.08351,2,7.7
"2817",42698,1.561,22.042,5.8299,2.8573,0.4106,2.13,9.9422,11.917,2.4922,-0.012427,3,11.2
"8190",91565,0,68.758,9.5433,1.844,0.41033,1.7867,17.684,13.385,4.4735,-0.019008,6,69.8
"14447",145131,2.047,-33.018,3.8002,1.1594,0.41031,1.0217,5.5993,10.012,0.1367,0.0011958,4,18.7
"15017",150711,0.762,-12.157,9.8811,3.3883,0.41009,2.5017,16.004,10.962,1.9725,-0.10179,4,22.2
"6124",75213,3.412,-3.1795,9.5333,2.7594,0.41008,2.1736,13.251,13.679,2.5946,-0.0057309,4,29.8
"6720",80231,1.2001,4.9065,11.096,3.3257,0.41005,3.0431,25.487,36.446,1.8624,-0.089444,6,11.1
"9060",98165,0.5987,2.1004,8.1442,3.3542,0.40996,2.9855,12.518,10.894,2.4483,-0.010612,6,1.4
"518",22483,3.5455,-94.692,11.367,4.2526,0.40992,2.7478,11.982,9.5914,1.2066,0.0014093,2,178.9
"8951",97138,129.47,-66.25,17.889,2.9284,0.40992,2.3833,35.151,22.202,1.5169,-0.048771,5,58.3
"6975",82322,0,230.73,11.886,2.0839,0.4099,2.0815,23.797,11.342,1.262,-0.01474,3,5.9
"12967",131153,0,35.643,6.2556,1.2387,0.40986,1.1763,17.372,5.0682,1.1652,-0.10735,6,15.7
"12698",127950,0,-242.03,48.745,2.3336,0.40978,2.1975,48.623,9.901,0.9878,-0.18363,1,107.5
"17729",176151,5.6806,-19.978,6.6107,2.4832,0.40974,1.0369,4.8346,3.4777,0.268,-0.047068,4,0.6
"13571",137229,0,31.035,15.693,3.3105,0.40961,1.3933,11.201,11.244,2.0619,-0.016513,4,0.7
"18606",183238,1.6243,117.16,8.1219,5.6038,0.40959,5.3683,15.176,11.246,3.3873,-0.048894,5,17.9
"6608",78961,0,-2.0529,10.742,2.0873,0.40956,2.0934,22.233,14.469,1.2812,-0.098867,2,9.3
"17728",176150,5.7846,-19.978,6.5008,2.4386,0.40956,1.0183,4.7477,3.4151,0.2631,-0.03833,3,0.6
"9472",101541,0.7176,-2.4038,9.6265,1.871,0.40945,1.5198,14.635,21.39,1.994,0.072829,4,-0.1
"14699",148221,1.1272,24.471,14.968,3.1837,0.4094,3.088,32.7,18.389,5.2523,0.0013815,4,-3.7
"8229",91862,0,-5.0276,7.232,2.3711,0.4093,2.3711,27.622,36.983,4.1149,0.00059701,3,-2.8
"9113",98806,0,17.449,8.7845,3.1322,0.40921,3.1323,32.953,60.816,5.4829,-0.053345,5,-51.9
"14626",147548,1.7341,19.657,12.765,7.158,0.40918,6.4758,22.475,18.488,1.4175,-0.027999,3,8.9
"15870",159568,0.9771,7.3276,14.458,3.425,0.40901,3.3489,31.49,22.639,5.7127,-0.0042251,5,10.6
"15699",157879,0.8483,-1.4194,12.172,3.6442,0.40897,3.5164,20.044,24.208,2.4236,0.049918,2,0.4
"17094",170494,0,-83.377,7.614,1.6993,0.40889,1.6146,14.149,7.6355,1.7451,-0.045289,5,2.7
"3399",47906,0.6466,259.61,9.43,2.776,0.40873,2.5536,12.261,29.471,0.7867,-0.10342,3,48.5
"6717",80228,1.1674,4.9065,11.393,3.419,0.4087,3.1284,26.202,37.468,1.9147,-0.052151,3,11.1
"16506",165262,0.9042,4.8193,14.987,3.562,0.4087,3.4721,30.509,18.649,6.0012,-0.085377,5,9.1
"7963",90204,0,28.649,11.937,5.9161,0.40865,5.3796,18.214,15.362,3.9086,-0.010356,1,13.1
"18607",183239,1.612,117.16,8.2003,5.6468,0.40859,5.4094,15.292,11.332,3.4133,-0.049072,6,17.9
"19273",189353,0.5726,25.604,7.3896,4.1248,0.40825,4.0587,16.581,22.229,1.5146,0.053443,6,1.4
"9562",102591,0.7176,36.001,5.9151,2.7793,0.40814,2.5938,8.2106,10.165,2.0553,0.05479,4,37.2
"8300",92713,0,10.87,19.766,5.7917,0.40809,5.7893,27.888,39.633,4.5919,-0.0055223,2,10.6
"9420",100985,0,245.76,18.913,6.5042,0.40809,5.1407,25.888,13.364,3.0942,-0.12049,6,3.4
"12701",127953,0,-242.03,45.907,2.1451,0.40796,2.02,44.696,9.1014,0.908,-0.12774,4,107.5
"6274",76077,0,8.1318,14.338,16.971,0.40784,16.598,30.899,12.472,2.0897,-0.22183,4,23.1
"12700",127952,0,-242.03,46.667,2.1956,0.40776,2.0676,45.749,9.3157,0.9294,-0.15769,3,107.5
"10085",106270,0.4539,11.719,8.4177,1.9211,0.40775,1.839,36.394,416.12,3.2384,0.0088826,5,20.5
"6019",74010,0,-2.2549,13.73,5.1113,0.40762,4.645,23.174,14.997,1.447,-0.025507,1,12.1
"16162",161018,0,-113.12,34.714,1.9941,0.40757,2.035,194.48,172.82,4.1894,-0.31287,3,23.1
"17385",172297,0,243.9,6.369,1.432,0.40754,1.4082,16.587,14.982,0.5726,-0.011525,2,1.6
"6273",76076,0,8.1318,14.143,16.746,0.40751,16.377,30.489,12.307,2.062,-0.24622,3,23.1
"16624",165818,0.6842,-30.828,7.6197,1.2302,0.4073,1.1667,26.556,20.037,1.1128,0.0008072,3,15.1
"6014",73981,3.4546,72.667,9.3939,1.0178,0.40722,0.9274,27.895,15.678,0.627,-0.068904,2,10.6
"16622",165816,0.6714,-30.828,7.718,1.2536,0.40703,1.1889,27.061,20.418,1.134,-0.018984,1,15.1
"15015",150709,0.7609,-12.157,9.8974,3.3933,0.40693,2.5054,16.028,10.978,1.9755,-0.10843,2,22.2
"6276",76079,0,8.1318,13.979,16.557,0.40689,16.192,30.145,12.167,2.0387,-0.24019,6,23.1
"7575",86774,0,57.097,7.0893,1.3449,0.40689,1.3013,12.785,9.1024,3.3165,-0.046616,3,-31.8
"182",18925,4.1306,20.611,9.7501,3.8188,0.4068,2.4856,11.004,7.9028,1.0616,-0.0095944,2,11.8
"17095",170495,0,-83.377,7.7976,1.7347,0.4068,1.6482,14.443,7.7945,1.7814,-0.059232,6,2.7
"17123",170841,1.7866,-17.761,14.719,3.3032,0.40671,3.1499,23.209,27.537,0.8906,-0.0050182,4,-2.7
"9663",103526,0.3566,-3.6806,13.017,3.9225,0.40639,3.6463,32.002,26.497,1.0081,-0.030115,3,9.4
"13312",134624,0,1.6702,15.32,3.5211,0.40638,3.4321,22.527,16.676,3.1946,-0.010742,3,-9.1
"8892",96791,4.0366,-21.48,6.6774,1.3866,0.40634,0.7325,10.415,7.4631,0.737,0.0055819,6,13
"14898",149464,8.3462,-5.5718,14.305,6.1116,0.40632,5.2021,20.139,15.24,3.1577,-0.010051,5,-4.8
"17122",170840,1.7873,-17.761,14.713,3.3019,0.4063,3.1486,23.2,27.525,0.8903,-0.0067803,3,-2.7
"10082",106267,0.4565,11.719,8.3798,1.9102,0.40626,1.8286,36.187,413.76,3.22,-0.011766,2,20.5
"16201",161351,0,23.301,26.363,2.6463,0.40623,2.6207,30.214,20.09,2.4332,0.012298,6,2.4
"16815",167299,0,55.118,15.404,2.5521,0.40603,2.5502,26.133,19.351,2.3481,0.071429,2,13
"16817",167301,0,55.118,15.866,2.6473,0.40593,2.6453,27.108,20.072,2.4357,0.056701,4,13
"8299",92712,0,10.87,20.016,5.8575,0.40575,5.9055,28.448,40.429,4.6841,0.002301,1,10.6
"8950",97137,131.93,-66.25,17.625,2.8738,0.40558,2.3388,34.496,21.788,1.4886,-0.031382,4,58.3
"16816",167300,0,55.118,15.61,2.5947,0.40556,2.5927,26.568,19.673,2.3873,0.072165,3,13
"2439",38684,0,5.3722,9.0977,3.2179,0.40554,2.5101,12.412,17.756,1.6967,0.07629,3,-0.2
"9631",103158,3.6527,53.403,6.7827,1.4834,0.40551,0.789,9.2259,4.1752,1.5242,0.015914,1,16.4
"522",22487,3.5631,-94.692,11.309,4.2316,0.4054,2.7343,11.923,9.5441,1.2006,-0.010586,6,178.9
"8189",91564,0,68.758,9.5588,1.8466,0.4052,1.7893,17.71,13.404,4.4799,-0.010235,5,69.8
"11995",122057,0,-11.28,8.2133,5.3457,0.40515,4.8477,12.806,10.326,3.4724,-0.018244,6,22.6
"10084",106269,0.4555,11.719,8.3935,1.9142,0.40508,1.8323,36.262,414.61,3.2267,-0.0025219,4,20.5
"13496",136530,1.622,22.353,7.109,5.1106,0.4049,4.564,14.394,10.738,0.9604,0.011004,1,-2.7
"14444",145128,2.2178,-33.018,3.8321,1.1715,0.4047,0.943,5.1682,9.241,0.1262,0.021358,1,18.7
"517",22482,3.5556,-94.692,11.334,4.2406,0.40469,2.7401,11.948,9.5644,1.2032,0.0084667,1,178.9
"5739",70706,4.4649,-20.173,13.694,4.4868,0.40459,3.6722,17.592,9.7289,0.7642,-0.022739,3,856.5
"300",19703,0,11.035,42.527,12.215,0.40454,12.277,56.048,88.525,9.1539,-0.077129,6,6.8
"9473",101542,0.7428,-2.4038,9.2734,1.8074,0.40453,1.4681,14.138,20.663,1.9262,0.10198,5,-0.1
"8227",91860,0,-5.0276,7.147,2.3399,0.40436,2.34,27.26,36.498,4.0609,0.0048756,1,-2.8
"8367",93314,0,-12.68,11.191,3.3449,0.40426,3.0628,29.339,21.476,0.7794,-0.1246,3,17.9
"7364",85417,0,6.4086,10.888,5.489,0.40407,4.9776,17.375,14.858,3.7267,-0.035264,2,12.9
"13523",136719,10.357,108.01,7.9231,3.3093,0.40402,2.8875,15.5,9.0383,1.0762,-0.098505,4,5.4
"7275",85016,0,30.12,3.2981,1.0844,0.404,1.0845,6.74,3.505,0.9864,0.10254,3,7.7
"14446",145130,2.09,-33.018,3.737,1.1355,0.40396,1.0007,5.4841,9.8059,0.1339,0.017404,3,18.7
"14697",148219,1.1566,24.471,14.565,3.1027,0.40385,3.0094,31.868,17.922,5.1187,0.035005,2,-3.7
"1689",32462,0.7549,5.2301,15.181,8.6045,0.40371,7.3457,24.255,34.951,4.5556,0.10482,3,2.1
"5911",72384,1.0298,50.934,8.8007,2.1603,0.40369,1.8804,18.176,59.087,2.851,-0.036145,1,43.4
"15350",154278,0.7193,-23.998,15.655,0.916,0.40367,0.8654,14.131,3.0396,1.4574,-0.026269,1,24.7
"16200",161350,0,23.301,26.181,2.6239,0.40356,2.5985,29.958,19.919,2.4125,0.0076864,5,2.4
"14337",144139,0.3053,-23.077,6.3681,1.4162,0.4035,1.3596,20.053,116.38,0.5638,0.0022407,2,233.3
"15018",150712,0.762,-12.157,9.8811,3.3883,0.4035,2.5017,16.004,10.962,1.9725,-0.1076,5,22.2
"16505",165261,0.8969,4.8193,15.117,3.5908,0.40348,3.5001,30.756,18.8,6.0497,-0.073914,4,9.1
"13311",134623,0,1.6702,15.415,3.5456,0.40345,3.4561,22.685,16.792,3.2169,-0.035733,2,-9.1
"17121",170839,1.7842,-17.761,14.738,3.3077,0.40321,3.1541,23.241,27.574,0.8918,-0.0062386,2,-2.7
"9634",103161,3.6079,53.403,6.8613,1.5018,0.40318,0.7988,9.3405,4.2271,1.5431,0.071895,4,16.4
"18605",183237,1.6246,117.16,8.1202,5.6029,0.40316,5.3674,15.173,11.244,3.3867,-0.035897,4,17.9
"18936",186298,6.16,-12.428,8.6931,2.1924,0.40298,1.7795,36.202,11.594,1.3531,0.028119,5,-25.9
"16198",161348,0,23.301,26.594,2.6749,0.40296,2.649,30.541,20.307,2.4595,0.013836,3,2.4
"15353",154281,0.7203,-23.998,15.649,0.9148,0.40274,0.8643,14.112,3.0354,1.4554,-0.0051843,4,24.7
"3368",47653,0,120.61,14.746,4.9165,0.40269,4.9343,29.846,8.438,1.5737,-0.070961,2,3.4
"6275",76078,0,8.1318,14.361,16.998,0.40256,16.624,30.949,12.492,2.0931,-0.23823,5,23.1
"20543",202365,1.1225,3.2815,20.442,15.806,0.40235,15.463,36.401,37.166,4.7436,0.01118,4,-0.9
"16819",167303,0,55.118,15.571,2.5866,0.40232,2.5846,26.485,19.612,2.3798,0.046392,6,13
"13469",136347,2.0112,-32.542,11.499,5.382,0.40226,4.8644,20.378,17.234,1.1992,-0.015691,4,5.7
"17226",171352,0.8278,23.093,10.464,4.2427,0.40226,4.0546,20.269,27.805,1.9532,-0.034964,5,-0.2
"2789",42316,1.6742,107.99,5.8603,2.84,0.40224,2.2383,8.8358,8.4428,1.6806,0.066836,5,20.9
"15200",153204,1.4744,64.73,10.635,3.8908,0.40219,3.643,22.068,14.463,0.9437,-0.039248,1,11
"1690",32463,0.7761,5.2301,14.773,8.369,0.40209,7.1447,23.591,33.995,4.4309,0.096399,4,2.1
"8947",97134,138.19,-66.25,16.997,2.7436,0.40206,2.2329,32.934,20.801,1.4212,-0.030538,1,58.3
"14628",147550,1.7232,19.657,12.84,7.2033,0.40206,6.5168,22.617,18.605,1.4265,-0.039853,5,8.9
"16351",162785,0,45.236,7.3776,1.7761,0.40188,1.6974,14.483,8.9573,1.8506,-0.02473,6,18.8
"13572",137230,0,31.035,16.265,3.4227,0.40184,1.4406,11.581,11.625,2.1318,-0.016667,5,0.7
"14627",147549,1.716,19.657,12.89,7.2332,0.40173,6.5438,22.711,18.682,1.4324,-0.029047,4,8.9
"15352",154280,0.728,-23.998,15.597,0.9051,0.4017,0.8551,13.963,3.0034,1.4401,-0.018319,3,24.7
"9027",97958,0,-49.974,13.204,34.295,0.40167,33.517,40.127,32.777,2.3205,0.013696,3,900
"6866",81115,2.0149,-39.234,9.6395,5.9646,0.4016,4.947,13.118,11.29,3.8386,0.011873,2,6.4
"5913",72386,0.9629,50.934,9.3238,2.3104,0.40149,2.0111,19.439,63.193,3.0491,-0.04988,3,43.4
"6706",80193,2.6542,-1.107,10.246,1.7557,0.40144,1.3967,15.699,6.5394,1.0468,0.024098,4,32.1
"9047",98140,0.9758,0.8999,8.6263,1.5278,0.40142,1.4213,19.038,9.5763,0.9895,-0.0050836,5,6
"6037",74550,2.7489,59.702,7.4169,1.5983,0.40132,1.497,23.894,7.9685,0.3732,-0.061928,1,0
"7279",85050,2.069,21.519,7.8667,2.3515,0.40129,1.9719,12.998,16.737,1.7787,-0.013524,1,10.4
"20542",202364,1.1075,3.2815,20.717,16.021,0.40125,15.672,36.894,37.67,4.8079,0.019998,3,-0.9
"9584",102667,2.7171,41.983,9.8571,5.7823,0.40117,4.883,16.301,26.966,1.2858,-0.015359,2,40.7
"13289",133767,1.7239,-1.0068,7.3647,2.0214,0.40108,1.8916,18.405,9.5922,1.5236,-0.034383,4,-0.9
"9632",103159,3.8001,53.403,6.5372,1.4258,0.40103,0.7584,8.868,4.0132,1.4651,0.034825,2,16.4
"6646",79785,1.5301,35.864,12.682,3.851,0.401,3.4869,17.645,12.681,1.7695,-0.049735,4,12.7
"7463",85840,4.3949,92.323,11.458,4.7464,0.401,3.9671,23.015,12.435,1.0691,-0.04262,5,28.7
"13524",136720,10.45,108.01,7.8426,3.28,0.40095,2.8619,15.363,8.9582,1.0667,-0.10624,5,5.4
"14639",147609,1.5788,73.936,10.55,3.5377,0.40085,3.3281,22.515,20.034,0.9003,-0.0096581,4,-3.5
"8891",96790,4.0445,-21.48,6.6659,1.3839,0.40076,0.7311,10.395,7.4486,0.7356,0.0068697,5,13
"14341",144143,0.2938,-23.077,6.6212,1.4717,0.40072,1.4128,20.838,120.93,0.5859,-0.025333,6,233.3
"16504",165260,0.9065,4.8193,14.946,3.5529,0.40061,3.4632,30.431,18.601,5.9858,-0.068775,3,9.1
"17384",172296,0,243.9,6.4615,1.4628,0.40055,1.4385,16.944,15.304,0.5849,0.019495,1,1.6
"1476",31109,0,30.807,20.986,7.2381,0.40052,6.7834,26.863,16.803,4.7064,0.06624,6,21.9
"11994",122056,0,-11.28,8.1457,5.3106,0.40044,4.8159,12.722,10.258,3.4496,-0.02148,5,22.6
"6700",80187,4.3455,-89.165,8.4311,3.2874,0.40039,2.4243,10.364,7.901,1.1284,0.0063161,4,333.3
"10183",106956,0.4858,-1.0575,13.842,4.1465,0.40037,3.8458,33.1,27.48,1.0903,0.021972,1,3.3
"14465",145437,1.9502,-30.439,10.652,1.9122,0.40023,1.7029,15.476,16.364,1.8034,-0.014386,4,10.2
"13283",133737,2.5347,14.773,17.53,3.4488,0.40021,2.949,46.413,72.786,1.9074,-0.015752,4,23.6
"181",18924,4.1597,20.611,9.6782,3.7922,0.40014,2.4682,10.927,7.8476,1.0542,-0.0004135,1,11.8
"10021",105960,4.0775,-6.0967,4.4054,3.635,0.4001,3.0448,7.7159,7.8532,1.9757,0.010372,1,7.7
"18712",183998,4.0312,-4.3522,15.099,35.431,0.40007,32.452,19.357,21.8,5.4677,0.0023887,3,-0.6
"12966",131152,0,35.643,6.2451,1.2366,0.4,1.1743,17.342,5.0596,1.1632,-0.1017,5,15.7
"2818",42699,1.5618,22.042,5.8271,2.8559,0.39995,2.129,9.9374,11.911,2.491,0.014677,4,11.2
"964",26499,0,-102.17,127.77,17.524,0.39992,17.601,4713,53.335,9.6439,-0.08373,4,5.3
"1924",34905,0,27.57,10.885,2.211,0.39968,2.0081,18.649,33.958,2.1324,0.0065174,4,23
"20593",202925,0.689,-40.964,11.979,3.099,0.39968,3.0543,22.404,18.78,4.9475,0.020426,6,36.4
"15761",158781,2.4586,-15.6,24.108,2.856,0.39964,2.6945,25.311,44.082,2.5397,0.04245,4,5
"16623",165817,0.6839,-30.828,7.6218,1.2307,0.39964,1.1672,26.567,20.045,1.1133,-0.017771,2,15.1
"1687",32460,0.7986,5.2301,14.32,8.1077,0.39951,6.9437,22.927,33.038,4.3063,0.1102,1,2.1
"3397",47904,0.5868,259.61,10.252,3.0587,0.39927,2.8137,13.509,32.472,0.8668,-0.14058,1,48.5
"6201",75632,1.332,-9.7046,9.556,3.064,0.39922,2.7931,20.082,35.262,1.6575,0.023755,3,5.3
"13167",132601,0,-1.4331,14.139,5.9251,0.39918,5.6894,18.387,14.726,5.2402,-0.029526,2,5.9
"6461",77572,1.2469,-19.372,10.022,1.6543,0.39912,1.4554,14.8,12.411,1.4385,-0.033583,5,23.3
"16834",167360,1.7077,-13.508,5.7472,1.549,0.39904,1.4116,11.232,12.179,0.2049,0.0044847,3,10.5
"10024",105963,4.1688,-6.0967,4.312,3.5554,0.39898,2.9781,7.5468,7.6811,1.9324,-0.0028607,4,7.7
"2819",42700,1.604,22.042,5.6675,2.7772,0.39896,2.073,9.6759,11.597,2.4254,0.01515,5,11.2
"16197",161347,0,23.301,26.148,2.6198,0.3989,2.5944,29.911,19.889,2.4088,0.019216,2,2.4
"17093",170493,0,-83.377,7.4981,1.6769,0.39888,1.5933,13.962,7.535,1.7221,-0.03948,4,2.7
"6200",75631,1.2987,-9.7046,9.7903,3.1425,0.3988,2.8647,20.597,36.166,1.6999,0.0086672,2,5.3
"17387",172299,0,243.9,6.3343,1.4205,0.39873,1.3969,16.453,14.861,0.568,0.019504,4,1.6
"17283",171697,1.9303,-24.358,7.5692,4.8041,0.39871,4.5593,14.747,11.729,3.1987,-0.034608,2,3.9
"8889",96788,4.0392,-21.48,6.6736,1.3857,0.39865,0.7321,10.408,7.4583,0.7365,0.01588,3,13
"9633",103160,3.7986,53.403,6.5396,1.4264,0.39862,0.7587,8.8716,4.0149,1.4657,0.072269,3,16.4
"15762",158782,2.3967,-15.6,24.729,2.9299,0.39854,2.7641,25.965,45.222,2.6053,0.041882,5,5
"8591",95146,0,43.694,11.245,5.7536,0.39821,5.2166,17.012,14.335,3.7062,0.031651,5,19.3
"6974",82321,0,230.73,12.115,2.1493,0.398,2.1468,24.544,11.698,1.3016,-0.013819,2,5.9
"9028",97959,0,-49.974,12.725,32.59,0.39778,31.851,38.131,31.148,2.2051,0.010956,4,900
"5365",66624,0,44.723,11.429,7.5064,0.39777,7.4697,25.765,10.986,1.6534,-0.02597,1,7.1
"16507",165263,0.9092,4.8193,14.898,3.5424,0.39775,3.453,30.341,18.546,5.9682,-0.076681,6,9.1
"16431",164077,2.9149,421.11,4.2064,2.27,0.39749,2.0294,11.206,16.787,0.1883,-0.031371,2,23.1
"18028",177842,0,31.457,7.0932,5.0012,0.39745,5.0101,11.437,75.867,0.4953,-0.054423,3,2
"6690",80123,3.0567,38.086,8.6777,3.0646,0.39725,2.4385,12.226,9.5775,2.7357,-0.070149,6,14.1
"8949",97136,134.15,-66.25,17.395,2.8261,0.39716,2.3001,33.924,21.426,1.4639,-0.03096,3,58.3
"13290",133768,1.736,-1.0068,7.3331,2.0087,0.39714,1.8785,18.277,9.5255,1.513,-0.029429,5,-0.9
"7462",85839,4.3748,92.323,11.505,4.7683,0.39689,3.9853,23.121,12.492,1.074,-0.034545,4,28.7
"12964",131150,0,35.643,6.2556,1.2387,0.39683,1.1763,17.372,5.0682,1.1652,-0.067804,3,15.7
"8592",95147,0,43.694,11.344,5.7949,0.39678,5.2541,17.134,14.437,3.7328,0.020317,6,19.3
"7277",85018,0,30.12,3.2884,1.0805,0.39659,1.0806,6.7159,3.4924,0.9828,0.13108,5,7.7
"5764",70797,0,-155.22,7.334,1.2043,0.39646,1.1225,15.198,15.216,1.3395,0.013534,4,-5.1
"13467",136345,2.0795,-32.542,11.152,5.2053,0.3961,4.7047,19.709,16.668,1.1598,-0.0050627,2,5.7
"20540",202362,1.1116,3.2815,20.641,15.962,0.39601,15.615,36.759,37.532,4.7903,0.015904,1,-0.9
"15027",151021,0.9158,-3.125,11.059,3.4346,0.39591,3.3027,18.926,23.73,2.2814,-0.048729,2,5.6
"17225",171351,0.8191,23.093,10.566,4.2877,0.39579,4.0976,20.484,28.1,1.9739,-0.034964,4,-0.2
"12104",123018,1.1968,-22.59,17.304,8.4279,0.39576,7.8943,32.088,39.335,3.2056,-0.019494,1,0.5
"8650",95457,1.6303,2.5455,8.2787,2.9845,0.39572,2.5629,14.472,16.184,2.1577,-0.04849,4,4.4
"6082",74847,3.604,41.881,7.3749,2.0788,0.39563,1.5066,13.563,12.193,0.7874,-0.057778,4,0.5
"1443",30218,0,71.2,10.273,2.2072,0.39555,2.0045,21.394,198.39,2.5033,-0.0051168,3,26.6
"6337",76524,2.2348,89.938,9.0339,5.5812,0.39552,4.6297,11.957,11.092,3.5234,0.017189,1,25.6
"19298",189756,1.4976,-24.614,8.2601,5.8304,0.39552,5.607,15.384,11.408,3.4769,-0.018191,1,7.9
"16350",162784,0,45.236,7.5094,1.8047,0.39545,1.6868,14.392,8.9012,1.8391,-0.038714,5,18.8
"18714",184000,4.0842,-4.3522,14.922,34.972,0.39543,32.031,19.106,21.517,5.3969,0.013237,5,-0.6
"6644",79783,1.5502,35.864,12.5,3.8008,0.3954,3.4415,17.415,12.516,1.7465,-0.060815,2,12.7
"15030",151024,0.9312,-3.125,10.907,3.379,0.3954,3.2481,18.614,23.339,2.2437,-0.031913,5,5.6
"7365",85418,0,6.4086,10.936,5.5084,0.39488,4.9952,17.437,14.911,3.7399,-0.054744,3,12.9
"17386",172298,0,243.9,6.3266,1.4179,0.39481,1.3944,16.424,14.834,0.5669,0.0097518,3,1.6
"6702",80189,4.2672,-89.165,8.5881,3.3478,0.39478,2.4688,10.555,8.046,1.1491,0.0088426,6,333.3
"8590",95145,0,43.694,11.084,5.687,0.39474,5.1563,16.815,14.169,3.6633,0.062442,4,19.3
"8112",90869,0,13.193,14.607,3.2434,0.39461,2.6453,25.66,7.9626,2.1035,-0.13721,6,5.3
"20398",200846,1.2981,6.1292,108.24,2.7382,0.39457,2.6777,24.001,14.466,2.6555,-0.036241,3,6.9
"965",26500,0,-102.17,125.14,17.193,0.39423,17.268,4624,52.327,9.4618,-0.069435,5,5.3
"6699",80186,4.3142,-89.165,8.4932,3.3113,0.39423,2.4419,10.44,7.9584,1.1366,0.0050529,3,333.3
"18104",178704,0,-21.155,12.995,12.313,0.39417,11.816,17.204,16.088,7.8367,-0.0076383,1,-4.6
"1441",30216,0,71.2,10.053,2.1159,0.39414,1.9216,20.509,190.19,2.3998,-0.025575,1,26.6
"8960",97219,0,7.1494,20.882,6.284,0.39411,6.2935,29.918,38.782,4.8647,-0.017369,2,0.3
"13284",133738,2.5569,14.773,17.408,3.4189,0.39404,2.9234,46.01,72.154,1.8908,-0.012455,5,23.6
