"","X","DY","EBITG","EV2EBITDA","M2B","MOMENTUM","PB","PE","PF","PS","RETURN","days"
"20071",196554,4.5908,-118.82,7.2983,50.016,1.4042,48.623,8.8057,15.763,0.3127,0.0056168,1
"4293",56468,2.4881,-108.22,7.1822,1.0984,1.4031,0.9256,5.2197,61.745,2.1097,0.045176,3
"22872",226067,0.7977,-53.755,1.8245,0.9325,1.4019,0.8956,4.8888,4.7629,0.1276,-0.05866,6
"4857",61904,5.5819,-48.98,6.3148,0.8088,1.4004,0.443,3.2666,3.7769,0.1582,0.070879,3
"22871",226066,0.7878,-53.755,1.857,0.9443,1.4004,0.9069,4.9505,4.823,0.1292,-0.037875,5
"20304",199661,0,-32.33,3.2991,1.2991,1.3992,1.2998,5.4067,13.465,0.9782,-0.027904,6
"20880",205367,0,-45.667,3.6222,1.2016,1.399,1.203,7.0202,37.642,0.9686,0.051994,6
"4901",62158,3.9036,-37.645,2.8622,0.6658,1.3985,0.5022,6.1758,59.738,0.077,0.032871,5
"4758",61127,0,-27.85,3.4962,0.6874,1.3932,0.6427,4.3433,27.945,0.5941,0.077976,6
"4646",60631,0.3867,-93.592,4.9489,2.6086,1.3929,2.2169,6.6635,13.907,1.4176,0.023253,2
"12830",128941,1.0987,-180.4,6.8158,0.7779,1.3929,0.7436,139.68,17.862,0.1306,0.036147,2
"5199",65672,11.336,36.148,5.7466,1.0994,1.3918,0.8612,6.2329,4.0828,0.554,0.082028,3
"4716",60899,2.3322,-47.033,3.7474,1.9024,1.3888,1.7149,4.38,23.717,0.754,0.13611,6
"4897",62154,3.8359,-37.645,2.8947,0.6776,1.3866,0.5111,6.2849,60.793,0.0783,-0.043356,1
"4233",56270,12.751,-39.033,4.7415,1.2966,1.3814,0.979,4.9618,3.1056,0.5421,-0.034382,3
"3996",53375,8.6899,163.68,2.6884,0.7237,1.38,0.3557,1.9963,5.3121,0.1032,-0.027309,6
"4035",54284,1.396,-35.521,5.6089,0.9987,1.3768,0.8075,6.6598,11.595,0.7247,0.061465,3
"5250",65873,1.2811,-1069.9,5.5704,2.224,1.3759,2.1192,20.274,15.772,0.3241,0.27753,6
"4649",60634,0.4205,-93.592,4.5289,2.3994,1.3749,2.0391,6.1291,12.792,1.3039,0.050304,5
"4411",57342,19.893,-170.18,4.5624,0.7555,1.3745,0.5778,5.018,3.2116,0.1369,-0.046591,1
"22870",226065,0.8105,-53.755,1.784,0.9178,1.3741,0.8815,4.8117,4.6878,0.1256,-0.04985,4
"20076",196559,4.4104,-118.82,7.4629,52.061,1.3731,50.612,9.1658,16.407,0.3255,-0.047776,6
"20074",196557,4.5485,-118.82,7.3357,50.481,1.3651,49.075,8.8876,15.909,0.3156,-0.047776,4
"20879",205366,0,-45.667,3.5913,1.1893,1.3624,1.2488,7.2874,39.075,1.0055,0.081259,5
"12829",128940,1.108,-180.4,6.7899,0.7714,1.3578,0.7373,138.5,17.712,0.1295,-0.0083832,1
"5466",67793,1.3093,-47.837,6.1179,3.3707,1.3532,3.1535,10.56,418.47,1.2141,0.0038956,6
"20877",205364,0,-45.667,3.6208,1.2011,1.3523,1.2611,7.3594,39.46,1.0154,0.049751,3
"4279",56394,5.1484,-75.139,8.543,1.5673,1.3468,1.37,5.0487,2.2513,0.5056,-0.0037329,1
"5465",67792,1.2603,-47.837,6.3195,3.5018,1.3424,3.2761,10.97,434.74,1.2613,0.025718,5
"11985",121736,0,-102.73,16.333,8.9351,1.3404,8.9508,31.509,31.111,1.7062,-0.0085028,3
"22868",226063,0.8028,-53.755,1.8083,0.9267,1.3398,0.8899,4.858,4.7329,0.1268,-0.031758,2
"4740",61067,9.3854,-138.29,5.4404,3.1997,1.3395,2.5291,5.5346,13.548,0.3262,-0.050656,6
"20878",205365,0,-45.667,3.568,1.1801,1.3394,1.2391,7.2309,38.771,0.9977,0.041608,4
"5198",65671,10.78,36.148,6.002,1.1561,1.3355,0.9056,6.5542,4.2932,0.5826,0.065285,2
"4034",54283,1.3817,-35.521,5.6539,1.0093,1.3313,0.8158,6.7287,11.715,0.7321,0.022556,2
"4847",61822,3.9288,102.99,10.301,1.9554,1.3249,1.7275,9.1302,5.6695,0.7009,-0.057713,5
"20073",196556,4.7045,-118.82,7.201,48.807,1.323,47.449,8.5929,15.382,0.3052,-0.0091919,3
"4232",56269,12.653,-39.033,4.7756,1.3067,1.322,0.9866,5.0002,3.1296,0.5463,0.042539,2
"3965",53242,0,2305.3,5.4245,0.9464,1.3188,0.8488,5.6083,5.3912,0.7132,0.0054852,5
"4902",62159,3.962,-37.645,2.8352,0.656,1.3184,0.4948,6.0849,58.859,0.0758,-0.04512,6
"3746",51427,2.3113,13.636,3.9569,2.0898,1.3134,1.9009,4.2364,18.677,0.79,0.032224,2
"3749",51430,1.9019,13.636,4.8002,2.5885,1.3116,2.3101,5.1483,22.697,0.9601,0.048824,5
"4739",61066,9.5174,-138.29,5.3853,3.1553,1.3115,2.494,5.4578,13.36,0.3217,-0.068979,5
"3942",52859,2.1032,-17.136,7.3337,1.3279,1.3071,1.0955,5.2248,15.747,2.3088,-0.049126,6
"3750",51431,2.3498,13.636,3.899,2.0555,1.3063,1.8698,4.167,18.371,0.7771,-0.035903,6
"22355",220420,0,256.34,2.2005,1.0676,1.3063,1.0363,6.1359,6.7057,0.1428,-0.065347,5
"4309",56496,2.9423,-38.046,3.3932,0.854,1.3052,0.6402,8.2024,57.171,0.0857,0.051237,1
"22351",220416,0,256.34,1.9305,0.973,1.2986,0.9444,5.592,6.1113,0.1301,-0.062661,1
"22869",226064,0.8028,-53.755,1.8083,0.9267,1.2983,0.8899,4.858,4.7329,0.1268,-0.022435,3
"11984",121735,0,-102.73,16.355,8.946,1.292,8.9616,31.547,31.149,1.7083,-0.0079188,2
"21523",211620,6.6867,-109.57,18.463,1.2733,1.2904,1.241,22.611,43.302,2.9488,0.035679,1
"3993",53372,8.8113,163.68,2.6627,0.7137,1.289,0.3508,1.9688,5.2389,0.1018,0.088292,3
"4291",56466,2.3756,-108.22,7.5515,1.1505,1.2869,0.9695,5.4669,64.67,2.2096,-0.0049992,1
"5463",67790,1.2281,-47.837,6.4607,3.5936,1.2856,3.362,11.258,446.14,1.2944,-0.034862,3
"3966",53243,0,2305.3,5.4265,0.9472,1.2834,0.8496,5.6134,5.3961,0.7139,-0.10642,6
"21527",211624,6.9029,-109.57,18.177,1.2334,1.283,1.2021,21.903,41.946,2.8565,0.021324,5
"2047",36084,0,-17.791,5.525,1.7223,1.2795,1.6914,9.0807,163.58,0.3273,-0.017761,1
"22354",220419,0,256.34,2.1161,1.038,1.2792,1.0076,5.966,6.52,0.1388,-0.088636,4
"22356",220421,0,256.34,2.1246,1.041,1.2792,1.0105,5.983,6.5385,0.1392,-0.046359,6
"4852",61869,2.1918,-18.676,6.3357,2.9948,1.2787,2.6034,8.9389,18.078,1.7061,0.00085741,4
"3759",51464,3.4037,39.276,7.9574,2.2606,1.2776,1.9601,6.9129,2.913,0.7393,-0.1724,3
"3798",51707,0,-30.19,12.13,1.6113,1.2752,1.5474,29.978,12.22,2.5573,0.046379,6
"4648",60633,0.4018,-93.592,4.7527,2.5109,1.2729,2.1339,6.4138,13.386,1.3645,0.06932,4
"4116",55343,0,0.2174,14.768,4.7607,1.2727,4.8,78.484,16.39,2.916,-0.17968,6
"3796",51705,0,-30.19,10.24,1.4035,1.2715,1.3478,26.111,10.644,2.2275,0.016601,4
"3914",52645,3.1301,37.405,2.1198,0.6594,1.2706,0.6021,1.8347,4.756,0.1578,-0.13208,2
"4311",56498,3.2643,-38.046,3.1579,0.7697,1.2704,0.5771,7.3933,51.531,0.0773,0.0369,3
"5464",67791,1.232,-47.837,6.4433,3.5823,1.2695,3.3514,11.223,444.73,1.2903,-0.012675,4
"4848",61823,3.9421,102.99,10.289,1.9488,1.2632,1.7216,9.0993,5.6503,0.6986,0.054256,6
"4853",61870,2.0756,-18.676,6.6772,3.1625,1.2622,2.7493,9.4396,19.09,1.8017,0.013261,5
"4618",60135,6.1584,-43.769,3.385,1.3359,1.2611,0.9463,6.7352,36.424,0.4456,-0.03722,4
"4854",61871,2.1013,-18.676,6.5984,3.1238,1.2604,2.7156,9.3241,18.856,1.7796,0.023719,6
"4292",56467,2.3637,-108.22,7.5925,1.1562,1.2588,0.9744,5.4944,64.995,2.2207,0.047373,2
"4234",56271,11.81,-39.033,5.0928,1.3999,1.2573,1.057,5.357,3.353,0.5853,-0.021058,4
"4294",56469,2.4829,-108.22,7.1986,1.1007,1.2569,0.9276,5.2307,61.875,2.1141,0.089809,4
"4735",61062,10.081,-138.29,5.1194,2.9411,1.2564,2.3547,5.1528,12.614,0.3037,-0.056054,1
"11988",121739,0,-102.73,15.859,8.702,1.2555,8.7173,30.687,30.299,1.6617,0.017792,6
"3878",52303,0,25.869,9.4013,1.7331,1.2542,1.6131,16.953,12.596,2.6982,-0.04855,2
"4023",54182,0,19.179,9.1243,3.038,1.254,3.0334,13.427,33.135,2.0882,0.10236,3
"21528",211625,6.8293,-109.57,18.272,1.2467,1.2523,1.2151,22.139,42.398,2.8872,0.077011,6
"4231",56268,12.23,-39.033,4.9291,1.3518,1.2521,1.0207,5.1728,3.2377,0.5652,0.03454,1
"5200",65673,11.514,36.148,5.6699,1.0824,1.2515,0.8479,6.1365,4.0196,0.5455,0.15028,4
"12832",128943,1.1692,-180.4,6.6291,0.731,1.2502,0.6988,131.26,16.785,0.1227,0.038418,4
"3793",51702,0,-30.19,11.446,1.5361,1.2498,1.4752,28.578,11.649,2.4379,-0.0031008,1
"5241",65864,1.1593,124.4,7.7791,6.2214,1.2474,4.9884,18.538,102.42,1.3075,0.11962,3
"4843",61818,4.1835,102.99,10.075,1.8363,1.2465,1.6223,8.5742,5.3242,0.6582,-0.0071534,1
"11983",121734,0,-102.73,16.189,8.8641,1.2437,8.8796,31.258,30.864,1.6927,-0.0091509,1
"4115",55342,0,0.2174,17.3,5.3575,1.2411,5.4017,88.323,18.445,3.2816,-0.097411,5
"4737",61064,9.3935,-138.29,5.3865,3.1562,1.2389,2.5269,5.5298,13.537,0.3259,-0.06503,3
"5239",65862,1.0947,124.4,8.0847,6.589,1.2379,5.2832,19.633,108.47,1.3848,0.027031,1
"22867",226062,0.8291,-53.755,1.7273,0.8972,1.2371,0.8617,4.7038,4.5826,0.1228,-0.031758,1
"4313",56500,3.2532,-38.046,3.1653,0.7724,1.2369,0.579,7.4187,51.708,0.0775,0.075736,5
"3939",52856,2.2316,-17.136,6.8709,1.2515,1.2359,1.0325,4.9243,14.842,2.176,0.027906,3
"4645",60630,0.3932,-93.592,4.8629,2.5657,1.233,2.1805,6.554,13.678,1.3943,-0.016431,1
"4738",61065,9.4252,-138.29,5.4236,3.1861,1.2292,2.5184,5.5112,13.491,0.3248,-0.055882,4
"21526",211623,6.9252,-109.57,18.148,1.2294,1.2282,1.1983,21.832,41.811,2.8472,0.032327,4
"4615",60132,5.8752,-43.769,3.5934,1.4002,1.2267,0.9919,7.0597,38.179,0.4671,0.091215,1
"3672",51011,16.27,-42.222,7.1462,1.1639,1.2233,0.9457,11.175,14.557,0.9522,-0.39662,6
"4295",56470,2.5889,-108.22,6.8786,1.0556,1.2211,0.8896,5.0164,59.34,2.0275,0.025769,5
"5240",65863,1.1242,124.4,7.9406,6.4156,1.2195,5.1442,19.116,105.61,1.3484,0.059089,2
"3797",51706,0,-30.19,11.217,1.511,1.2186,1.4511,28.111,11.459,2.3981,-0.046701,5
"4022",54181,0,19.179,9.5179,3.1551,1.2146,3.1504,13.944,34.412,2.1687,0.09375,2
"3964",53241,0,2305.3,5.2611,0.8745,1.2139,0.7843,5.1824,4.9818,0.6591,0.0064019,4
"5207",65728,2.0413,-22.727,4.5929,2.1053,1.2132,1.9121,5.636,20.697,0.9169,0.12942,5
"2051",36088,0,-17.791,5.8055,1.8176,1.212,1.785,9.5831,172.63,0.3454,-0.0015905,5
"4314",56501,3.1652,-38.046,3.2253,0.7938,1.2106,0.5951,7.6249,53.146,0.0797,0.1303,6
"3960",53153,1.0856,-12.978,3.6087,2.1757,1.2104,1.8924,5.6011,6.1577,0.8229,-0.21305,6
"4225",56256,2.6065,-24.716,5.1587,2.6439,1.2068,2.282,7.0364,12.143,1.4193,-0.044115,1
"12732",127829,3.5546,56.599,5.1572,1.0282,1.2063,0.9361,4.1103,15.899,0.904,-0.069357,6
"3795",51704,0,-30.19,11.587,1.5516,1.2024,1.4901,28.867,11.767,2.4626,0.094468,3
"11986",121737,0,-102.73,16.344,8.9401,1.2003,8.9558,31.526,31.128,1.7072,0.049066,4
"21525",211622,7.0549,-109.57,17.986,1.2068,1.1995,1.1762,21.431,41.042,2.7949,0.035679,3
"3879",52304,0,25.869,10.399,1.8799,1.199,1.7497,18.389,13.662,2.9267,0.056697,3
"12920",130225,0,-175.49,4.4497,0.7156,1.1977,0.7058,46.537,5.8238,0.0436,0.02349,2
"3671",51010,17.255,-42.222,6.9335,1.0975,1.1964,0.8917,10.537,13.726,0.8979,-0.3507,5
"2052",36089,0,-17.791,5.533,1.7251,1.1959,1.6941,9.0952,163.85,0.3278,0.036385,6
"21942",216479,5.1098,-37.465,3.9764,2.9312,1.1948,2.8413,8.3047,8.7148,0.4683,-0.11451,6
"4296",56471,2.4368,-108.22,7.3463,1.1215,1.194,0.9451,5.3296,63.045,2.1541,0.0343,6
"2048",36085,0,-17.791,5.6167,1.7535,1.1885,1.722,9.2449,166.54,0.3332,-0.011044,2
"4736",61063,9.5157,-138.29,5.3362,3.1157,1.1862,2.4945,5.4588,13.363,0.3218,-0.068175,2
"11987",121738,0,-102.73,15.346,8.4498,1.1815,8.4646,29.797,29.421,1.6135,0.018682,5
